variables,type,units,values,description
floatingse.member1.G,output,Pa,79300000000.0,
floatingse.member1.sigma_y,output,Pa,345000000.0,
floatingse.member1.rho,output,kg/m**3,7800.0,
floatingse.member1.unit_cost,output,USD/kg,0.7,
floatingse.member1.outfitting_factor,output,,1.0,
floatingse.member1.nodes_xyz,output,m,"[[5.2, 0.0, -70.0], [2.6, 0.0, -50.19225], [0.0, 0.0, -30.384500000000003]]",
floatingse.member1.s_full,output,m,"[0.0, 0.5, 1.0]",
floatingse.member1.z_full,output,m,"[0.0, 19.977661526377403, 39.95532305275481]",
floatingse.member1.outer_diameter_full,output,m,"[1.0, 1.0, 1.0]",
floatingse.member1.s_ghost1,intermediate,,0.0,
floatingse.member1.s_ghost2,intermediate,,0.8823686147201368,
floatingse.member1.layer_thickness,intermediate,m,"[[0.1, 0.1]]",
floatingse.member1.outer_diameter_in,intermediate,m,"[1.0, 1.0]",
floatingse.member1.t_full,output,m,"[0.1, 0.1]",
floatingse.member1.E_full,output,Pa,"[200000000000.0, 200000000000.0]",
floatingse.member1.G_full,output,Pa,"[79300000000.0, 79300000000.0]",
floatingse.member1.rho_full,output,kg/m**3,"[7800.0, 7800.0]",
floatingse.member1.sigma_y_full,output,Pa,"[345000000.0, 345000000.0]",
floatingse.member1.unit_cost_full,output,USD/kg,"[0.7, 0.7]",
floatingse.member1.outfitting_full,output,,"[1.0, 1.0]",
floatingse.member1.ballast_density,output,kg/m**3,[],
floatingse.member1.ballast_unit_cost,output,USD/kg,[],
floatingse.member2.gc.d,intermediate,m,"[1.0, 1.0]",
floatingse.member2.gc.t,intermediate,m,0.1,
floatingse.member2.s,output,,"[0.0, 1.0]",
floatingse.member2.height,output,m,39.95532305275481,
floatingse.member2.outer_diameter,output,m,"[1.0, 1.0]",
floatingse.member2.ca_usr_grid,intermediate,,"[-1.0, -1.0]",
floatingse.member2.cd_usr_grid,intermediate,,"[-1.0, -1.0]",
floatingse.member2.wall_thickness,output,m,0.1,
floatingse.member2.E,output,Pa,200000000000.0,
floatingse.member2.G,output,Pa,79300000000.0,
floatingse.member2.sigma_y,output,Pa,345000000.0,
floatingse.member2.rho,output,kg/m**3,7800.0,
floatingse.member2.unit_cost,output,USD/kg,0.7,
floatingse.member2.outfitting_factor,output,,1.0,
floatingse.member2.nodes_xyz,output,m,"[[-2.5999999999999988, 4.503332099679081, -70.0], [-1.2999999999999994, 2.2516660498395407, -50.19225], [0.0, 0.0, -30.384500000000003]]",
floatingse.member2.s_full,output,m,"[0.0, 0.5, 1.0]",
floatingse.member2.z_full,output,m,"[0.0, 19.977661526377403, 39.95532305275481]",
floatingse.member2.outer_diameter_full,output,m,"[1.0, 1.0, 1.0]",
floatingse.member2.s_ghost1,intermediate,,0.0,
floatingse.member2.s_ghost2,intermediate,,0.8823686147201368,
floatingse.member2.layer_thickness,intermediate,m,"[[0.1, 0.1]]",
floatingse.member2.outer_diameter_in,intermediate,m,"[1.0, 1.0]",
floatingse.member2.t_full,output,m,"[0.1, 0.1]",
floatingse.member2.E_full,output,Pa,"[200000000000.0, 200000000000.0]",
floatingse.member2.G_full,output,Pa,"[79300000000.0, 79300000000.0]",
floatingse.member2.rho_full,output,kg/m**3,"[7800.0, 7800.0]",
floatingse.member2.sigma_y_full,output,Pa,"[345000000.0, 345000000.0]",
floatingse.member2.unit_cost_full,output,USD/kg,"[0.7, 0.7]",
floatingse.member2.outfitting_full,output,,"[1.0, 1.0]",
floatingse.member2.ballast_density,output,kg/m**3,[],
floatingse.member2.ballast_unit_cost,output,USD/kg,[],
floatingse.member3.gc.d,intermediate,m,"[1.0, 1.0]",
floatingse.member3.gc.t,intermediate,m,0.1,
floatingse.member3.s,output,,"[0.0, 1.0]",
floatingse.member3.height,output,m,39.95532305275481,
floatingse.member3.outer_diameter,output,m,"[1.0, 1.0]",
floatingse.member3.ca_usr_grid,intermediate,,"[-1.0, -1.0]",
floatingse.member3.cd_usr_grid,intermediate,,"[-1.0, -1.0]",
floatingse.member3.wall_thickness,output,m,0.1,
floatingse.member3.E,output,Pa,200000000000.0,
floatingse.member3.G,output,Pa,79300000000.0,
floatingse.member3.sigma_y,output,Pa,345000000.0,
floatingse.member3.rho,output,kg/m**3,7800.0,
floatingse.member3.unit_cost,output,USD/kg,0.7,
floatingse.member3.outfitting_factor,output,,1.0,
floatingse.member3.nodes_xyz,output,m,"[[-2.6000000000000023, -4.50333209967908, -70.0], [-1.3000000000000012, -2.25166604983954, -50.19225], [0.0, 0.0, -30.384500000000003]]",
floatingse.member3.s_full,output,m,"[0.0, 0.5, 1.0]",
floatingse.member3.z_full,output,m,"[0.0, 19.977661526377403, 39.95532305275481]",
floatingse.member3.outer_diameter_full,output,m,"[1.0, 1.0, 1.0]",
floatingse.member3.s_ghost1,intermediate,,0.0,
floatingse.member3.s_ghost2,intermediate,,0.8823686147201368,
floatingse.member3.layer_thickness,intermediate,m,"[[0.1, 0.1]]",
floatingse.member3.outer_diameter_in,intermediate,m,"[1.0, 1.0]",
floatingse.member3.t_full,output,m,"[0.1, 0.1]",
floatingse.member3.E_full,output,Pa,"[200000000000.0, 200000000000.0]",
floatingse.member3.G_full,output,Pa,"[79300000000.0, 79300000000.0]",
floatingse.member3.rho_full,output,kg/m**3,"[7800.0, 7800.0]",
floatingse.member3.sigma_y_full,output,Pa,"[345000000.0, 345000000.0]",
floatingse.member3.unit_cost_full,output,USD/kg,"[0.7, 0.7]",
floatingse.member3.outfitting_full,output,,"[1.0, 1.0]",
floatingse.member3.ballast_density,output,kg/m**3,[],
floatingse.member3.ballast_unit_cost,output,USD/kg,[],
floatingse.line_length,intermediate,m,902.2,
floatingse.line_diameter,intermediate,m,0.09,
floatingse.anchor_radius,intermediate,m,853.8700000000001,
inverse_design.floatingse_platform_hull_mass,intermediate,kg,813881.8635357078,
inverse_design.floatingse_mooring_mass,intermediate,kg,436276.85399999993,
inverse_design.floatingse_system_structural_center_of_mass,intermediate,m,"[9.941202690717358e-18, -25.932730714886983]",
tcc.hub_cost,output,USD,0.0,
tcc.pitch_system_cost,output,USD,0.0,
tcc.spinner_cost,output,USD,0.0,
tcc.lss_cost,output,USD,0.0,
tcc.main_bearing_cost,output,USD,0.0,
tcc.gearbox_cost,output,USD,0.0,
tcc.hss_cost,output,USD,0.0,
tcc.brake_cost,output,USD,0.0,
tcc.generator_cost,output,USD,0.0,
tcc.bedplate_cost,output,USD,0.0,
tcc.yaw_system_cost,output,USD,0.0,
tcc.converter_cost,output,USD,0.0,
tcc.hvac_cost,output,USD,0.0,
tcc.cover_cost,output,USD,0.0,
tcc.elec_cost,output,USD,209250.0,
tcc.controls_cost,output,USD,105750.0,
tcc.platforms_cost,output,USD,0.0,
tcc.transformer_cost,output,USD,0.0,
tcc.blade_cost,output,USD,0.0,
tcc.rotor_cost,output,USD,0.0,
tcc.rotor_mass_tcc,output,kg,0.0,
tcc.nacelle_cost,output,USD,315000.0,
tcc.nacelle_mass_tcc,output,kg,0.0,
tcc.tower_cost,output,USD,792023.3373145775,
tcc.tower_mass,intermediate,kg,255712.3874840711,
tcc.turbine_cost,output,USD,1107023.3373145775,
tcc.turbine_cost_kW,output,USD/kW,221.4046674629155,
tcc.turbine_mass_tcc,output,kg,255712.3874840711,
tcc.hub_system_cost,output,USD,0.0,
tcc.hub_system_mass_tcc,output,kg,0.0,
tcc.tower_parts_cost,output,USD,792023.3373145775,
tcc.tower_cost_external,intermediate,USD,792023.3373145775,
towerse.env.distLoads.windLoads_Px,intermediate,N/m,"[227.55310497814088, 237.35329219309685, 244.6909176818015, 250.25984344998443, 254.3065979006115, 257.2711759180875, 259.3453105554329, 260.8557794692754, 261.7268575760124, 262.03771155320146, 261.8503053378624, 261.2139350687499, 260.1683964423017, 258.5347029174848, 256.55140949959645, 254.24959642465242, 251.88210290736413, 249.25901727558653, 246.40734878874358, 243.35419231334984, 240.12709972107507, 236.7543906075711, 233.26541805143427, 229.6839546156674, 225.98967607147384, 221.957465636091, 217.81387923151314, 213.55984424319536, 209.42028540198248, 205.16950385070342, 200.80448402334167]",
towerse.env.distLoads.windLoads_Py,intermediate,N/m,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
towerse.env.distLoads.windLoads_Pz,intermediate,N/m,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
towerse.env.distLoads.windLoads_qdyn,intermediate,N/m**2,"[52.0368059185017, 54.81461226075241, 57.16769451278723, 59.220297162848226, 61.047815335375624, 62.69970882038091, 64.21031016265441, 65.60449766327447, 66.90091889984666, 68.11393850878956, 69.2548743861871, 70.33281448193279, 71.35517491566141, 72.32809235700607, 73.25670672096419, 74.14536921620198, 74.99779833935037, 75.81719878437485, 76.6063534249443, 77.36769541101567, 78.10336535416356, 78.8152571767959, 79.5050552348074, 80.17426464546861, 80.82423626915501, 81.45618744409857, 82.07121931732514, 82.67033142508326, 83.25443403369833, 83.82435864390939, 84.38086697922002]",
towerse.env.distLoads.windLoads_z,intermediate,m,"[10.0, 12.666666666666668, 15.333333333333336, 18.000000000000004, 20.666666666666668, 23.333333333333336, 26.0, 28.666666666666668, 31.333333333333332, 34.0, 36.666666666666664, 39.333333333333336, 42.0, 44.66666666666667, 47.333333333333336, 50.0, 52.666666666666664, 55.33333333333334, 58.00000000000001, 60.66666666666667, 63.33333333333333, 66.0, 68.66666666666666, 71.33333333333334, 74.0, 76.66666666666667, 79.33333333333334, 82.00000000000001, 84.66666666666667, 87.33333333333333, 90.0]",
towerse.env.distLoads.windLoads_beta,intermediate,deg,0.0,
towerse.z_global,output,m,"[10.0, 12.666666666666668, 15.333333333333336, 18.000000000000004, 20.666666666666668, 23.333333333333336, 26.0, 28.666666666666668, 31.333333333333332, 34.0, 36.666666666666664, 39.333333333333336, 42.0, 44.66666666666667, 47.333333333333336, 50.0, 52.666666666666664, 55.33333333333334, 58.00000000000001, 60.66666666666667, 63.33333333333333, 66.0, 68.66666666666666, 71.33333333333334, 74.0, 76.66666666666667, 79.33333333333334, 82.00000000000001, 84.66666666666667, 87.33333333333333, 90.0]",
towerse.wind_reference_height,intermediate,m,90.0,
towerse.env.windLoads.U,intermediate,m/s,"[9.217269144339143, 9.46008691859387, 9.661004681162748, 9.832914087367392, 9.983481486353764, 10.117651483594354, 10.238806544184321, 10.34936635451852, 10.451123864951844, 10.545445946873556, 10.633399393953274, 10.715833372559583, 10.793435262244524, 10.866769593544973, 10.936305888333905, 11.002439003532453, 11.06550428330482, 11.125789036682983, 11.183541363471612, 11.23897703319473, 11.292284912160598, 11.34363129253112, 11.393163380375551, 11.441012132012041, 11.487294579924699, 11.532115754981103, 11.57557028646353, 11.61774374281019, 11.658713762059257, 11.698551010495196, 11.73732]",
towerse.outer_diameter_full,output,m,"[6.5, 6.413333333333333, 6.326666666666667, 6.24, 6.15, 6.06, 5.97, 5.883333333333333, 5.796666666666667, 5.71, 5.623333333333333, 5.536666666666667, 5.45, 5.36, 5.27, 5.18, 5.093333333333333, 5.006666666666667, 4.92, 4.833333333333333, 4.746666666666667, 4.66, 4.573333333333333, 4.486666666666667, 4.4, 4.3100000000000005, 4.22, 4.13, 4.043333333333333, 3.9566666666666666, 3.8699999999999997]",
towerse.joint1,output,m,"[0.0, 0.0, 10.0]",
towerse.joint2,output,m,"[0.0, 0.0, 90.0]",
towerse.s_full,output,m,"[0.0, 0.03333333333333335, 0.0666666666666667, 0.10000000000000005, 0.13333333333333336, 0.16666666666666669, 0.2, 0.23333333333333334, 0.26666666666666666, 0.3, 0.3333333333333333, 0.3666666666666667, 0.4, 0.43333333333333335, 0.4666666666666667, 0.5, 0.5333333333333333, 0.5666666666666668, 0.6000000000000001, 0.6333333333333334, 0.6666666666666666, 0.7, 0.7333333333333333, 0.7666666666666667, 0.8, 0.8333333333333334, 0.8666666666666668, 0.9000000000000001, 0.9333333333333335, 0.9666666666666667, 1.0]",
towerse.g2e.Px_global,intermediate,N/m,"[227.55310497814088, 237.35329219309685, 244.6909176818015, 250.25984344998443, 254.3065979006115, 257.2711759180875, 259.3453105554329, 260.8557794692754, 261.7268575760124, 262.03771155320146, 261.8503053378624, 261.2139350687499, 260.1683964423017, 258.5347029174848, 256.55140949959645, 254.24959642465242, 251.88210290736413, 249.25901727558653, 246.40734878874358, 243.35419231334984, 240.12709972107507, 236.7543906075711, 233.26541805143427, 229.6839546156674, 225.98967607147384, 221.957465636091, 217.81387923151314, 213.55984424319536, 209.42028540198248, 205.16950385070342, 200.80448402334167]",
towerse.g2e.Py_global,intermediate,N/m,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
towerse.g2e.Pz_global,intermediate,N/m,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
towerse.g2e.qdyn_global,intermediate,Pa,"[52.0368059185017, 54.81461226075241, 57.16769451278723, 59.220297162848226, 61.047815335375624, 62.69970882038091, 64.21031016265441, 65.60449766327447, 66.90091889984666, 68.11393850878956, 69.2548743861871, 70.33281448193279, 71.35517491566141, 72.32809235700607, 73.25670672096419, 74.14536921620198, 74.99779833935037, 75.81719878437485, 76.6063534249443, 77.36769541101567, 78.10336535416356, 78.8152571767959, 79.5050552348074, 80.17426464546861, 80.82423626915501, 81.45618744409857, 82.07121931732514, 82.67033142508326, 83.25443403369833, 83.82435864390939, 84.38086697922002]",
towerse.lc:Px,intermediate,N/m,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
towerse.lc:Py,intermediate,N/m,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
towerse.lc:Pz,intermediate,N/m,"[-227.55310497814088, -237.35329219309685, -244.6909176818015, -250.25984344998443, -254.3065979006115, -257.2711759180875, -259.3453105554329, -260.8557794692754, -261.7268575760124, -262.03771155320146, -261.8503053378624, -261.2139350687499, -260.1683964423017, -258.5347029174848, -256.55140949959645, -254.24959642465242, -251.88210290736413, -249.25901727558653, -246.40734878874358, -243.35419231334984, -240.12709972107507, -236.7543906075711, -233.26541805143427, -229.6839546156674, -225.98967607147384, -221.957465636091, -217.81387923151314, -213.55984424319536, -209.42028540198248, -205.16950385070342, -200.80448402334167]",
towerse.lc:qdyn,intermediate,Pa,"[52.0368059185017, 54.81461226075241, 57.16769451278723, 59.220297162848226, 61.047815335375624, 62.69970882038091, 64.21031016265441, 65.60449766327447, 66.90091889984666, 68.11393850878956, 69.2548743861871, 70.33281448193279, 71.35517491566141, 72.32809235700607, 73.25670672096419, 74.14536921620198, 74.99779833935037, 75.81719878437485, 76.6063534249443, 77.36769541101567, 78.10336535416356, 78.8152571767959, 79.5050552348074, 80.17426464546861, 80.82423626915501, 81.45618744409857, 82.07121931732514, 82.67033142508326, 83.25443403369833, 83.82435864390939, 84.38086697922002]",
towerse.z_full,output,m,"[0.0, 2.666666666666668, 5.333333333333336, 8.000000000000004, 10.666666666666668, 13.333333333333336, 16.0, 18.666666666666668, 21.333333333333332, 24.0, 26.666666666666664, 29.333333333333336, 32.0, 34.66666666666667, 37.333333333333336, 40.0, 42.666666666666664, 45.33333333333334, 48.00000000000001, 50.66666666666667, 53.33333333333333, 56.0, 58.666666666666664, 61.333333333333336, 64.0, 66.66666666666667, 69.33333333333334, 72.00000000000001, 74.66666666666667, 77.33333333333333, 80.0]",
towerse.t_full,output,m,"[0.0266, 0.0266, 0.0266, 0.0258, 0.0258, 0.0258, 0.025, 0.025, 0.025, 0.0242, 0.0242, 0.0242, 0.0234, 0.0234, 0.0234, 0.022600000000000002, 0.022600000000000002, 0.022600000000000002, 0.0218, 0.0218, 0.0218, 0.020999999999999998, 0.020999999999999998, 0.020999999999999998, 0.020200000000000003, 0.020200000000000003, 0.020200000000000003, 0.0194, 0.0194, 0.0194]",
towerse.tower_height,intermediate,m,80.0,
towerse.E_full,output,Pa,"[200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0]",
towerse.G_full,output,Pa,"[79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0]",
towerse.rho_full,output,kg/m**3,"[7800.0, 7800.0, 7800.0, 7800.0, 7800.0, 7800.0, 7800.0, 7800.0, 7800.0, 7800.0, 7800.0, 7800.0, 7800.0, 7800.0, 7800.0, 7800.000000000001, 7800.000000000001, 7800.000000000001, 7800.0, 7800.0, 7800.0, 7800.0, 7800.0, 7800.0, 7800.000000000001, 7800.000000000001, 7800.000000000001, 7799.999999999999, 7799.999999999999, 7799.999999999999]",
towerse.sigma_y_full,output,Pa,"[345000000.0, 345000000.0, 345000000.0, 345000000.0, 345000000.0, 345000000.0, 345000000.0, 345000000.0, 345000000.0, 345000000.0, 345000000.0, 345000000.0, 345000000.0, 345000000.0, 345000000.0, 345000000.0, 345000000.0, 345000000.0, 345000000.0, 345000000.0, 345000000.0, 345000000.0, 345000000.0, 345000000.0, 345000000.0, 345000000.0, 345000000.0, 345000000.0, 345000000.0, 345000000.0]",
towerse.section_A,output,m**2,"[0.581936290891845, 0.5740927519118546, 0.5662492129318643, 0.5415354419135704, 0.5336351971861869, 0.5257349524587914, 0.5019876288345623, 0.4946158816729109, 0.4872441345112595, 0.46458234035060686, 0.45744648909813096, 0.450310637845652, 0.42845538087137536, 0.42129004263025477, 0.4141247043891311, 0.39323589480889815, 0.3865718353747672, 0.37990777594063624, 0.3600908864445933, 0.35366272291963485, 0.3472345593946794, 0.3283568985339346, 0.3221646309181486, 0.31597236330236567, 0.29791938546717256, 0.2917339225410752, 0.2855484596149779, 0.26846192917382233, 0.2627414533763828, 0.2570209775789433]",
towerse.section_Asx,output,m**2,"[0.3268664530123531, 0.3224690301611473, 0.3180716107278138, 0.3041799831520474, 0.29975077151425944, 0.2953215636958355, 0.2819728641841248, 0.277839953750352, 0.27370704699655823, 0.26096803810376434, 0.2569673838404034, 0.2529667334023498, 0.24068100035114204, 0.23666381800291356, 0.23264663996873702, 0.2209038344902362, 0.21716769343673215, 0.21343155658301713, 0.20229081102389235, 0.19868692660950385, 0.1950830466103176, 0.18446996861189813, 0.18099834104571372, 0.1775267181433442, 0.16737708874935367, 0.1639092811501172, 0.16044147891157365, 0.15083477604684128, 0.1476276635786636, 0.14442055644474855]",
towerse.section_Asy,output,m**2,"[0.3268664530123531, 0.3224690301611473, 0.3180716107278138, 0.3041799831520474, 0.29975077151425944, 0.2953215636958355, 0.2819728641841248, 0.277839953750352, 0.27370704699655823, 0.26096803810376434, 0.2569673838404034, 0.2529667334023498, 0.24068100035114204, 0.23666381800291356, 0.23264663996873702, 0.2209038344902362, 0.21716769343673215, 0.21343155658301713, 0.20229081102389235, 0.19868692660950385, 0.1950830466103176, 0.18446996861189813, 0.18099834104571372, 0.1775267181433442, 0.16737708874935367, 0.1639092811501172, 0.16044147891157365, 0.15083477604684128, 0.1476276635786636, 0.14442055644474855]",
towerse.section_Ixx,output,kg*m**2,"[3.007626053012849, 2.8876457183810316, 2.770899439584993, 2.5763341701269193, 2.4652170625655425, 2.357341788827059, 2.1855471149720245, 2.0906702307983984, 1.9985796827582116, 1.8489224821727206, 1.7650286466093805, 1.6837117596012885, 1.5511244894755818, 1.47459825498615, 1.400631357505689, 1.2855957211694584, 1.221338029420452, 1.1592580256773874, 1.0609270281230652, 1.0051185865724837, 0.9513024450276848, 0.8668865561452064, 0.8187621601417845, 0.7724526248925333, 0.699771638286153, 0.6570845330146073, 0.6161697113224953, 0.5551468694578138, 0.5204104439006135, 0.48715412853076573]",
towerse.section_Iyy,output,kg*m**2,"[3.007626053012849, 2.8876457183810316, 2.770899439584993, 2.5763341701269193, 2.4652170625655425, 2.357341788827059, 2.1855471149720245, 2.0906702307983984, 1.9985796827582116, 1.8489224821727206, 1.7650286466093805, 1.6837117596012885, 1.5511244894755818, 1.47459825498615, 1.400631357505689, 1.2855957211694584, 1.221338029420452, 1.1592580256773874, 1.0609270281230652, 1.0051185865724837, 0.9513024450276848, 0.8668865561452064, 0.8187621601417845, 0.7724526248925333, 0.699771638286153, 0.6570845330146073, 0.6161697113224953, 0.5551468694578138, 0.5204104439006135, 0.48715412853076573]",
towerse.section_J0,output,kg*m**2,"[6.015252106025698, 5.775291436762063, 5.541798879169986, 5.152668340253839, 4.930434125131085, 4.714683577654118, 4.371094229944049, 4.181340461596797, 3.9971593655164233, 3.697844964345441, 3.530057293218761, 3.367423519202577, 3.1022489789511636, 2.9491965099723, 2.801262715011378, 2.571191442338917, 2.442676058840904, 2.318516051354775, 2.1218540562461303, 2.0102371731449673, 1.9026048900553696, 1.7337731122904128, 1.637524320283569, 1.5449052497850666, 1.399543276572306, 1.3141690660292147, 1.2323394226449906, 1.1102937389156275, 1.040820887801227, 0.9743082570615315]",
towerse.section_rho,output,kg/m**3,"[7800.0, 7800.0, 7800.0, 7800.0, 7800.0, 7800.0, 7800.0, 7800.0, 7800.0, 7800.0, 7800.0, 7800.0, 7800.0, 7800.0, 7800.0, 7800.000000000001, 7800.000000000001, 7800.000000000001, 7800.0, 7800.0, 7800.0, 7800.0, 7800.0, 7800.0, 7800.000000000001, 7800.000000000001, 7800.000000000001, 7799.999999999999, 7799.999999999999, 7799.999999999999]",
towerse.section_E,output,Pa,"[200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0, 200000000000.0]",
towerse.section_G,output,Pa,"[79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0, 79300000000.0]",
towerse.section_L,output,m,"[2.666666666666668, 2.666666666666668, 2.666666666666668, 2.6666666666666643, 2.666666666666668, 2.6666666666666643, 2.666666666666668, 2.6666666666666643, 2.666666666666668, 2.6666666666666643, 2.6666666666666714, 2.6666666666666643, 2.6666666666666714, 2.6666666666666643, 2.6666666666666643, 2.6666666666666643, 2.6666666666666785, 2.6666666666666643, 2.6666666666666643, 2.666666666666657, 2.6666666666666714, 2.666666666666657, 2.6666666666666856, 2.666666666666657, 2.6666666666666714, 2.6666666666666714, 2.6666666666666714, 2.666666666666657, 2.666666666666657, 2.6666666666666714]",
towerse.post.cylinder_Fz,intermediate,N,"[[-5321629.8417755375], [-5203894.896050813], [-5087742.775507864], [-4976618.8626336], [-4867097.125053784], [-4759180.153865829], [-4656102.235229878], [-4554524.803733127], [-4454449.442908373], [-4358996.275623644], [-4264999.714359589], [-4172460.878950124], [-4084383.4379822006], [-3997772.297649394], [-3912628.3398315837], [-3831751.2680851133], [-3752240.065087819], [-3674095.3635081872], [-3600000.5411662306], [-3527225.171211893], [-3455769.6818348817], [-3388173.7537830872], [-3321850.2088666693], [-3256799.311686453], [-3195440.909454097], [-3135354.9576713494], [-3076541.755500837], [-3021224.7935101916], [-2967085.725949053], [-2914124.844005118]]",
towerse.post.cylinder_Vx,intermediate,N,"[[1284760.5673143845], [1284786.7971232478], [1284812.4654604644], [1284835.229672633], [1284859.693232879], [1284883.5210109353], [1284902.2110513374], [1284924.8031140268], [1284946.6442653686], [1284961.1049011052], [1284981.4312782288], [1285000.8885228187], [1285010.8401970416], [1285028.41738303], [1285044.9960104376], [1285050.3831913918], [1285065.1559028924], [1285078.743170023], [1285079.3833668232], [1285090.609278351], [1285100.439992994], [1285095.9739924967], [1285103.0109995008], [1285108.3935626745], [1285098.3867251277], [1285100.1615209281], [1285099.9577646554], [1285084.1980270445], [1285080.2066705227], [1285073.8099754602]]",
towerse.post.cylinder_Vy,intermediate,N,"[[-0.5429918807640206], [-1.6296843191375956], [-2.732004513964057], [-3.7527967812493443], [-4.888115926645696], [-6.041380113456398], [-7.013238990679383], [-8.210378342308104], [-9.426876047626138], [-10.34847077447921], [-11.610839186236262], [-12.895014852285385], [-13.759801256470382], [-15.090388997457922], [-16.44678648840636], [-17.261979904025793], [-18.693375390954316], [-20.153214504942298], [-20.919840706512332], [-22.4536653123796], [-24.02026685886085], [-24.731991801410913], [-26.386102434247732], [-28.078305957838893], [-28.725551042705774], [-30.502368297427893], [-32.32579229772091], [-32.92786916345358], [-34.90516631864011], [-36.9353740233928]]",
towerse.post.cylinder_Mxx,intermediate,N*m,"[[4105291.990681269], [4104899.1446125945], [4104246.372593129], [4103330.0492062755], [4102145.5091434196], [4100692.431217123], [4098965.5772572383], [4096958.5306722], [4094670.5554509833], [4092095.152517695], [4089223.696231693], [4086054.276831221], [4082578.116180476], [4078783.112956088], [4074664.9531137124], [4070211.572013527], [4065407.4737311527], [4060246.998363547], [4054715.1172688603], [4048791.915592693], [4042468.8768328205], [4035726.2154623047], [4028538.0082081184], [4020891.8303705975], [4012761.1168822497], [4004110.760520965], [3994921.0267921984], [3985155.228901759], [3974767.972656943], [3963733.401452139]]",
