variables,type,units,values,description
tcons.ref_axis_blade,intermediate,m,"[[ 0.00000000e+00  0.00000000e+00  0.00000000e+00]
 [ 1.45896086e-02  0.00000000e+00  3.44814717e+00]
 [ 5.22230768e-02  0.00000000e+00  6.89629433e+00]
 [ 1.08141891e-01  0.00000000e+00  1.03444415e+01]
 [ 1.74250500e-01  0.00000000e+00  1.37925887e+01]
 [ 2.41136773e-01  0.00000000e+00  1.72407358e+01]
 [ 3.00085581e-01  0.00000000e+00  2.06888830e+01]
 [ 3.42651213e-01  0.00000000e+00  2.41370302e+01]
 [ 3.59821072e-01  0.00000000e+00  2.75851773e+01]
 [ 3.47586472e-01  0.00000000e+00  3.10333245e+01]
 [ 3.14508104e-01  0.00000000e+00  3.44814717e+01]
 [ 2.66858145e-01  0.00000000e+00  3.79296188e+01]
 [ 2.10870490e-01  0.00000000e+00  4.13777660e+01]
 [ 1.40477297e-01  0.00000000e+00  4.48259132e+01]
 [ 3.80470534e-02  0.00000000e+00  4.82740603e+01]
 [-9.07529186e-02  0.00000000e+00  5.17222075e+01]
 [-2.35123811e-01  0.00000000e+00  5.51703547e+01]
 [-3.94137332e-01  0.00000000e+00  5.86185018e+01]
 [-5.85777112e-01  0.00000000e+00  6.20666490e+01]
 [-8.05291806e-01  0.00000000e+00  6.55147962e+01]
 [-1.11555530e+00  0.00000000e+00  6.99973875e+01]
 [-1.29121723e+00  0.00000000e+00  7.24110905e+01]
 [-1.56372970e+00  0.00000000e+00  7.58592376e+01]
 [-1.85903588e+00  0.00000000e+00  7.93073848e+01]
 [-2.17067421e+00  0.00000000e+00  8.27555320e+01]
 [-2.49837779e+00  0.00000000e+00  8.62036791e+01]
 [-2.84335536e+00  0.00000000e+00  8.96518263e+01]
 [-3.20952152e+00  0.00000000e+00  9.30999735e+01]
 [-3.59684443e+00  0.00000000e+00  9.65481206e+01]
 [-4.00000000e+00  0.00000000e+00  9.99962678e+01]]",
tcons.ref_axis_tower,intermediate,m,"[[  0.    0.    0. ]
 [  0.    0.   13.7]
 [  0.    0.   27.4]
 [  0.    0.   41.1]
 [  0.    0.   54.8]
 [  0.    0.   68.5]
 [  0.    0.   82.2]
 [  0.    0.   95.9]
 [  0.    0.  109.6]
 [  0.    0.  123.3]
 [  0.    0.  137. ]]",
towerse.env.distLoads.windLoads_Px,intermediate,N/m,"[  0.         200.99777797 276.83215008 330.75393428 374.12461289
 411.10957925 443.6215346  472.82310323 499.46361569 524.05288814
 546.95538493 568.4417703  588.71921742 607.95025084 626.26499909
 643.76946282 660.55127029 676.68379127 692.22914541 707.24044636
 721.76350537 735.83814464 749.49922401 762.77745365 775.70004448
 783.64207521 791.13630415 798.20634509 793.66705463 788.39500807
 782.41017828]",
towerse.env.distLoads.windLoads_Py,intermediate,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.windLoads_Pz,intermediate,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.windLoads_qdyn,intermediate,N/m**2,"[  0.          51.28165784  67.66655319  79.58121373  89.28655223
  97.62252992 105.00804107 111.68665206 117.81431199 123.4977543
 128.8137005  133.81941614 138.55894089 143.06697599 147.37142092
 151.49509097 155.45691668 159.27280374 162.95626376 166.51888607
 169.97069683 173.32043666 176.57577821 179.74349873 182.82961861
 185.83951359 188.77800658 191.6494434  194.45775572 197.20651382
 199.89897098]",
towerse.env.distLoads.windLoads_z,intermediate,m,"[  0.           4.56666667   9.13333333  13.7         18.26666667
  22.83333333  27.4         31.96666667  36.53333333  41.1
  45.66666667  50.23333333  54.8         59.36666667  63.93333333
  68.5         73.06666667  77.63333333  82.2         86.76666667
  91.33333333  95.9        100.46666667 105.03333333 109.6
 114.16666667 118.73333333 123.3        127.86666667 132.43333333
 137.        ]",
towerse.env.distLoads.windLoads_beta,intermediate,deg,[0.],
towerse.z_global,output,m,"[  0.           4.56666667   9.13333333  13.7         18.26666667
  22.83333333  27.4         31.96666667  36.53333333  41.1
  45.66666667  50.23333333  54.8         59.36666667  63.93333333
  68.5         73.06666667  77.63333333  82.2         86.76666667
  91.33333333  95.9        100.46666667 105.03333333 109.6
 114.16666667 118.73333333 123.3        127.86666667 132.43333333
 137.        ]",
towerse.env.Uref,intermediate,m/s,[18.14402879],
towerse.wind_reference_height,intermediate,m,[140.],
towerse.env.windLoads.U,intermediate,m/s,"[ 0.          9.15014512 10.51075664 11.39861887 12.07368887 12.62472662
 13.09357475 13.50353859 13.86902654 14.1996122  14.5020027  14.78109196
 15.04056778 15.2832829  15.51149256 15.72701256 15.93132797 16.12566993
 16.31107118 16.48840711 16.65842665 16.82177581 16.97901601 17.13063844
 17.27707546 17.41870979 17.55588193 17.68889625 17.81802599 17.94351745
 18.06559346]",
towerse.outer_diameter_full,output,m,"[6.         6.         6.         6.         6.         6.
 6.         6.         6.         6.         6.         6.
 6.         6.         6.         6.         6.         6.
 6.         6.         6.         6.         6.         6.
 6.         5.96359738 5.92719475 5.89079213 5.77063673 5.65048132
 5.53032592]",
towerse.joint1,output,m,[0. 0. 0.],
towerse.joint2,output,m,[  0.   0. 137.],
towerse.s_full,output,m,"[0.         0.03333333 0.06666667 0.1        0.13333333 0.16666667
 0.2        0.23333333 0.26666667 0.3        0.33333333 0.36666667
 0.4        0.43333333 0.46666667 0.5        0.53333333 0.56666667
 0.6        0.63333333 0.66666667 0.7        0.73333333 0.76666667
 0.8        0.83333333 0.86666667 0.9        0.93333333 0.96666667
 1.        ]",
towerse.g2e.Px_global,intermediate,N/m,"[  0.         200.99777797 276.83215008 330.75393428 374.12461289
 411.10957925 443.6215346  472.82310323 499.46361569 524.05288814
 546.95538493 568.4417703  588.71921742 607.95025084 626.26499909
 643.76946282 660.55127029 676.68379127 692.22914541 707.24044636
 721.76350537 735.83814464 749.49922401 762.77745365 775.70004448
 783.64207521 791.13630415 798.20634509 793.66705463 788.39500807
 782.41017828]",
towerse.g2e.Py_global,intermediate,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.g2e.Pz_global,intermediate,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.g2e.qdyn_global,intermediate,Pa,"[  0.          51.28165784  67.66655319  79.58121373  89.28655223
  97.62252992 105.00804107 111.68665206 117.81431199 123.4977543
 128.8137005  133.81941614 138.55894089 143.06697599 147.37142092
 151.49509097 155.45691668 159.27280374 162.95626376 166.51888607
 169.97069683 173.32043666 176.57577821 179.74349873 182.82961861
 185.83951359 188.77800658 191.6494434  194.45775572 197.20651382
 199.89897098]",
towerse.lc:Px,intermediate,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.lc:Py,intermediate,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.lc:Pz,intermediate,N/m,"[   0.         -200.99777797 -276.83215008 -330.75393428 -374.12461289
 -411.10957925 -443.6215346  -472.82310323 -499.46361569 -524.05288814
 -546.95538493 -568.4417703  -588.71921742 -607.95025084 -626.26499909
 -643.76946282 -660.55127029 -676.68379127 -692.22914541 -707.24044636
 -721.76350537 -735.83814464 -749.49922401 -762.77745365 -775.70004448
 -783.64207521 -791.13630415 -798.20634509 -793.66705463 -788.39500807
 -782.41017828]",
towerse.lc:qdyn,intermediate,Pa,"[  0.          51.28165784  67.66655319  79.58121373  89.28655223
  97.62252992 105.00804107 111.68665206 117.81431199 123.4977543
 128.8137005  133.81941614 138.55894089 143.06697599 147.37142092
 151.49509097 155.45691668 159.27280374 162.95626376 166.51888607
 169.97069683 173.32043666 176.57577821 179.74349873 182.82961861
 185.83951359 188.77800658 191.6494434  194.45775572 197.20651382
 199.89897098]",
towerse.z_full,output,m,"[  0.           4.56666667   9.13333333  13.7         18.26666667
  22.83333333  27.4         31.96666667  36.53333333  41.1
  45.66666667  50.23333333  54.8         59.36666667  63.93333333
  68.5         73.06666667  77.63333333  82.2         86.76666667
  91.33333333  95.9        100.46666667 105.03333333 109.6
 114.16666667 118.73333333 123.3        127.86666667 132.43333333
 137.        ]",
towerse.t_full,output,m,"[0.06190994 0.06190994 0.06190994 0.05532001 0.05532001 0.05532001
 0.04902645 0.04902645 0.04902645 0.04351143 0.04351143 0.04351143
 0.03838378 0.03838378 0.03838378 0.03328114 0.03328114 0.03328114
 0.0282451  0.0282451  0.0282451  0.02352226 0.02352226 0.02352226
 0.01966602 0.01966602 0.01966602 0.01803766 0.01803766 0.01803766]",
towerse.tower_height,intermediate,m,[137.],
towerse.E_full,output,Pa,"[2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11]",
towerse.G_full,output,Pa,"[7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10]",
towerse.rho_full,output,kg/m**3,"[7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800.]",
towerse.sigma_y_full,output,Pa,"[3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08]",
towerse.section_A,output,m**2,"[1.23577911 1.23577911 1.23577911 1.10546343 1.10546343 1.10546343
 0.9807361  0.9807361  0.9807361  0.87121896 0.87121896 0.87121896
 0.76921086 0.76921086 0.76921086 0.66752482 0.66752482 0.66752482
 0.56699426 0.56699426 0.56699426 0.47256114 0.47256114 0.47256114
 0.39414113 0.39173465 0.38932817 0.35244392 0.34515845 0.33787299]",
towerse.section_Asx,output,m**2,"[0.70458592 0.70458592 0.70458592 0.62995654 0.62995654 0.62995654
 0.55860341 0.55860341 0.55860341 0.49601188 0.49601188 0.49601188
 0.43776185 0.43776185 0.43776185 0.37974298 0.37974298 0.37974298
 0.32242913 0.32242913 0.32242913 0.26863238 0.26863238 0.26863238
 0.22398973 0.22262415 0.22125856 0.20027579 0.19614158 0.19200736]",
towerse.section_Asy,output,m**2,"[0.70458592 0.70458592 0.70458592 0.62995654 0.62995654 0.62995654
 0.55860341 0.55860341 0.55860341 0.49601188 0.49601188 0.49601188
 0.43776185 0.43776185 0.43776185 0.37974298 0.37974298 0.37974298
 0.32242913 0.32242913 0.32242913 0.26863238 0.26863238 0.26863238
 0.22398973 0.22262415 0.22125856 0.20027579 0.19614158 0.19200736]",
towerse.section_Ixx,output,kg*m**2,"[5.44742959 5.44742959 5.44742959 4.88369984 4.88369984 4.88369984
 4.34177875 4.34177875 4.34177875 3.86403572 3.86403572 3.86403572
 3.41744436 3.41744436 3.41744436 2.97072256 2.97072256 2.97072256
 2.52756506 2.52756506 2.52756506 2.10991692 2.10991692 2.10991692
 1.7513372  1.7194538  1.68795973 1.48852647 1.39811285 1.31143661]",
towerse.section_Iyy,output,kg*m**2,"[5.44742959 5.44742959 5.44742959 4.88369984 4.88369984 4.88369984
 4.34177875 4.34177875 4.34177875 3.86403572 3.86403572 3.86403572
 3.41744436 3.41744436 3.41744436 2.97072256 2.97072256 2.97072256
 2.52756506 2.52756506 2.52756506 2.10991692 2.10991692 2.10991692
 1.7513372  1.7194538  1.68795973 1.48852647 1.39811285 1.31143661]",
towerse.section_J0,output,kg*m**2,"[10.89485918 10.89485918 10.89485918  9.76739968  9.76739968  9.76739968
  8.6835575   8.6835575   8.6835575   7.72807143  7.72807143  7.72807143
  6.83488872  6.83488872  6.83488872  5.94144512  5.94144512  5.94144512
  5.05513012  5.05513012  5.05513012  4.21983385  4.21983385  4.21983385
  3.50267439  3.4389076   3.37591947  2.97705294  2.79622571  2.62287322]",
towerse.section_rho,output,kg/m**3,"[7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800.]",
towerse.section_E,output,Pa,"[2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11]",
towerse.section_G,output,Pa,"[7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10]",
towerse.section_L,output,m,"[4.56666667 4.56666667 4.56666667 4.56666667 4.56666667 4.56666667
 4.56666667 4.56666667 4.56666667 4.56666667 4.56666667 4.56666667
 4.56666667 4.56666667 4.56666667 4.56666667 4.56666667 4.56666667
 4.56666667 4.56666667 4.56666667 4.56666667 4.56666667 4.56666667
 4.56666667 4.56666667 4.56666667 4.56666667 4.56666667 4.56666667]",
towerse.post.cylinder_Fz,intermediate,N,"[[-9345847.72591732]
 [-8913108.17768173]
 [-8480075.3157111 ]
 [-8092341.96455163]
 [-7704426.96944481]
 [-7316354.87662764]
 [-6971710.71383123]
 [-6626940.3198277 ]
 [-6282054.12086959]
 [-5975315.05107487]
 [-5668475.64013755]
 [-5361541.82214593]
 [-5090150.26991371]
 [-4818673.84517984]
 [-4547116.45139059]
 [-4311000.64740572]
 [-4074810.44063216]
 [-3838548.62634153]
 [-3637333.20238142]
 [-3436051.01585761]
 [-3234704.18433313]
 [-3066280.27364432]
 [-2897795.4668748 ]
 [-2729251.43290932]
 [-2588052.46740847]
 [-2447659.19384356]
 [-2308073.58297761]
 [-2181365.97905893]
 [-2057225.36796109]
 [-1935655.03895519]]",
towerse.post.cylinder_Vx,intermediate,N,"[[2188331.23731709]
 [2188607.64219984]
 [2188875.15381923]
 [2189047.76101828]
 [2189296.78195271]
 [2189536.68935984]
 [2189603.06192589]
 [2189824.2810719 ]
 [2190036.26531506]
 [2190022.81177819]
 [2190216.05256611]
 [2190399.98298693]
 [2190307.8173185 ]
 [2190472.98483294]
 [2190628.79547298]
 [2190446.65279061]
 [2190583.71693623]
 [2190711.39717662]
 [2190446.18610591]
 [2190555.16594815]
 [2190654.74412286]
 [2190333.84783125]
 [2190414.76643491]
 [2190486.265086  ]
 [2190170.31413031]
 [2190211.49744672]
 [2190243.34849864]
 [2190087.06210208]
 [2190073.97667223]
 [2190050.84913063]]",
towerse.post.cylinder_Vy,intermediate,N,"[[42086.66082983]
 [42076.97069824]
 [42067.09921577]
 [42060.14095937]
 [42049.93328509]
 [42039.5520854 ]
 [42035.41904193]
 [42024.7109435 ]
 [42013.83421925]
 [42012.00992385]
 [42000.81013701]
 [41989.44533002]
 [41990.42208369]
 [41978.73606431]
 [41966.88770126]
 [41971.94547697]
 [41959.77462693]
 [41947.44326197]
 [41957.26626491]
 [41944.60594552]
 [41931.78618246]
 [41945.99962005]
 [41932.83817254]
 [41919.51770239]
 [41935.00553604]
 [41922.15670049]
 [41909.06082748]
 [41911.96483571]
 [41900.49368099]
 [41888.51924521]]",
towerse.post.cylinder_Mxx,intermediate,N*m,"[[10675520.73129214]
 [10864916.03656835]
 [11052588.06231754]
 [11238585.79267284]
 [11422925.8326259 ]
 [11605764.19455489]
 [11787151.44612961]
 [11967075.07126191]
 [12145701.85410117]
 [12323092.65556815]
 [12499220.15440707]
 [12674261.75718212]
 [12848282.2576891 ]
 [13021228.21309835]
 [13193287.37080181]
 [13364517.16836791]
 [13534814.35163981]
 [13704376.53549217]
 [13873247.03237849]
 [14041259.46378532]
 [14208620.85954113]
 [14375358.43135267]
 [14541244.1365743 ]
 [14706494.14011973]
 [14871129.33672717]
 [15034878.7122428 ]
 [15197919.83243057]
 [15360314.44406813]
 [15521923.3594763 ]
 [15682814.05517977]]",
towerse.post.cylinder_Myy,intermediate,N*m,"[[3.04479693e+08]
 [2.94403005e+08]
 [2.84279971e+08]
 [2.74114304e+08]
 [2.63909178e+08]
 [2.53670817e+08]
 [2.43402568e+08]
 [2.33106541e+08]
 [2.22788411e+08]
 [2.12451373e+08]
 [2.02096888e+08]
 [1.91730066e+08]
 [1.81353791e+08]
 [1.70968765e+08]
 [1.60579526e+08]
 [1.50188507e+08]
 [1.39795445e+08]
 [1.29404324e+08]
 [1.19017146e+08]
 [1.08632787e+08]
 [9.82547035e+07]
 [8.78845770e+07]
 [7.75207852e+07]
 [6.71662831e+07]
 [5.68226223e+07]
 [4.64882784e+07]
 [3.61654998e+07]
 [2.58559352e+07]
 [1.55596755e+07]
 [5.27821432e+06]]",
towerse.post.cylinder_Mzz,intermediate,N*m,"[[1118543.34045339]
 [1118538.40782575]
 [1118533.46809837]
 [1118539.93614659]
 [1118534.98840315]
 [1118530.0383856 ]
 [1118536.95975425]
 [1118532.00257258]
 [1118527.04361922]
 [1118533.44139236]
 [1118528.47483889]
 [1118523.50670487]
 [1118530.0493234 ]
 [1118525.07239252]
 [1118520.09394951]
 [1118527.81660924]
 [1118522.82699915]
 [1118517.83586131]
 [1118527.22540886]
 [1118522.21940579]
 [1118517.21178658]
 [1118528.28412229]
 [1118523.25658818]
 [1118518.22728153]
 [1118529.40563992]
 [1118524.92117395]
 [1118520.41050319]
 [1118524.1047423 ]
 [1118520.87625893]
 [1118517.61574381]]",
towerse.qdyn,output,Pa,"[[  0.        ]
 [ 51.28165784]
 [ 67.66655319]
 [ 79.58121373]
 [ 89.28655223]
 [ 97.62252992]
 [105.00804107]
 [111.68665206]
 [117.81431199]
 [123.4977543 ]
 [128.8137005 ]
 [133.81941614]
 [138.55894089]
 [143.06697599]
 [147.37142092]
 [151.49509097]
 [155.45691668]
 [159.27280374]
 [162.95626376]
 [166.51888607]
 [169.97069683]
 [173.32043666]
 [176.57577821]
 [179.74349873]
 [182.82961861]
 [185.83951359]
 [188.77800658]
 [191.6494434 ]
 [194.45775572]
 [197.20651382]
 [199.89897098]]",
towerse.nodes_xyz,output,m,"[[  0.           0.           0.        ]
 [  0.           0.           4.56666667]
 [  0.           0.           9.13333333]
 [  0.           0.          13.7       ]
 [  0.           0.          18.26666667]
 [  0.           0.          22.83333333]
 [  0.           0.          27.4       ]
 [  0.           0.          31.96666667]
 [  0.           0.          36.53333333]
 [  0.           0.          41.1       ]
 [  0.           0.          45.66666667]
 [  0.           0.          50.23333333]
 [  0.           0.          54.8       ]
 [  0.           0.          59.36666667]
 [  0.           0.          63.93333333]
 [  0.           0.          68.5       ]
 [  0.           0.          73.06666667]
 [  0.           0.          77.63333333]
 [  0.           0.          82.2       ]
 [  0.           0.          86.76666667]
 [  0.           0.          91.33333333]
 [  0.           0.          95.9       ]
 [  0.           0.         100.46666667]
 [  0.           0.         105.03333333]
 [  0.           0.         109.6       ]
 [  0.           0.         114.16666667]
 [  0.           0.         118.73333333]
 [  0.           0.         123.3       ]
 [  0.           0.         127.86666667]
 [  0.           0.         132.43333333]
 [  0.           0.         137.        ]]",
towerse.rna_mass,intermediate,kg,[365300.98901408],
towerse.rna_I,intermediate,kg*m**2,"[2.04343583e+08 1.33359142e+08 1.32430348e+08 1.45286730e+01
 3.82956956e+03 4.81127800e+04]",
towerse.rna_cg,intermediate,m,[-6.38444196 -0.0859972   2.15221498],
towerse.tower.rna_F,intermediate,N,"[[ 2188181.88824657]
 [   42091.27340261]
 [-1935655.03895519]]",
towerse.tower.rna_M,intermediate,N*m,"[[15682807.7685518 ]
 [ 5278210.16179379]
 [ 1118431.73455962]]",
towerse.Px,output,N/m,"[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]",
towerse.Py,output,N/m,"[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]",
towerse.Pz,output,N/m,"[[   0.        ]
 [-200.99777797]
 [-276.83215008]
 [-330.75393428]
 [-374.12461289]
 [-411.10957925]
 [-443.6215346 ]
 [-472.82310323]
 [-499.46361569]
 [-524.05288814]
 [-546.95538493]
 [-568.4417703 ]
 [-588.71921742]
 [-607.95025084]
 [-626.26499909]
 [-643.76946282]
 [-660.55127029]
 [-676.68379127]
 [-692.22914541]
 [-707.24044636]
 [-721.76350537]
 [-735.83814464]
 [-749.49922401]
 [-762.77745365]
 [-775.70004448]
 [-783.64207521]
 [-791.13630415]
 [-798.20634509]
 [-793.66705463]
 [-788.39500807]
 [-782.41017828]]",
towerse.tower_mass,output,kg,[791445.95807925],
towerse.tower_center_of_mass,output,m,[53.17313517],
towerse.tower_I_base,output,kg*m**2,"[3.33148093e+09 3.33148093e+09 6.98473441e+06 0.00000000e+00
 0.00000000e+00 0.00000000e+00]",
